hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50,previous_day_admission_adult_covid_confirmed_60,previous_day_admission_adult_covid_confirmed_70,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18,previous_day_admission_adult_covid_suspected_20,previous_day_admission_adult_covid_suspected_30,previous_day_admission_adult_covid_suspected_40,previous_day_admission_adult_covid_suspected_50,previous_day_admission_adult_covid_suspected_60,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
410007,2021-05-28,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,822.6,657.6,553.6,631.0,511.1,30.1,16.1,,,688.6,96.3,80.3,81.3,67.9,,,0.0,0.0,0.0,5758.0,4603.0,3875.0,4417.0,3578.0,211.0,113.0,8.0,8.0,4820.0,674.0,562.0,569.0,475.0,12.0,12.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,0.0,POINT (-71.407049 41.811956),[C410007-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410012,2020-07-31,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,338.0,338.0,265.0,236.1,236.1,6.3,6.3,0.0,0.0,265.0,16.0,16.0,11.8,11.8,,,,,,2366.0,2366.0,1855.0,1653.0,1653.0,44.0,44.0,0.0,0.0,1855.0,112.0,80.0,59.0,59.0,5.0,5.0,,,,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,0,0,0,7.0,,,0.0,,,0.0,0.0,,,,237.0,,,,,,,,,,,,1335.0,,POINT (-71.397562 41.851653),[C410012-A],7,0,0,0,,,,,,,False
410005,2020-08-28,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,164.0,96.1,66.1,61.0,129.9,25.3,25.3,0.0,0.0,66.0,4.1,4.1,11.8,11.8,,,,,,164.0,673.0,463.0,61.0,909.0,177.0,177.0,0.0,0.0,66.0,29.0,29.0,24.0,24.0,8.0,8.0,,,,1,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,,,,,,,False
412001,2021-05-28,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,257.1,167.1,167.1,252.9,167.1,0.0,0.0,0.0,0.0,257.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1800.0,1170.0,1170.0,1770.0,1170.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-71.46388 41.743742),[C412001-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410006,2020-10-02,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,116.1,101.1,73.4,73.1,73.1,0.0,0.0,0.0,0.0,86.3,6.4,6.4,0.0,0.0,0.0,0.0,,,,813.0,708.0,514.0,512.0,512.0,8.0,8.0,0.0,0.0,604.0,45.0,45.0,25.0,25.0,0.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,,,,,,,False
410009,2020-11-20,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,210.0,210.0,174.3,169.0,169.0,46.7,45.9,0.0,0.0,174.3,11.0,11.0,10.9,10.9,0.0,0.0,0.0,0.0,0.0,1470.0,1470.0,1220.0,1183.0,1183.0,327.0,321.0,7.0,7.0,1220.0,77.0,77.0,76.0,76.0,17.0,11.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,6.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-71.477902 41.704478),[C410009-A],7,7,7,7,,,,,,,False
410006,2021-09-03,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,115.1,115.1,84.4,71.3,71.3,6.4,6.1,0.0,0.0,84.4,6.0,6.0,5.0,5.0,0.0,0.0,,,,806.0,806.0,591.0,499.0,499.0,45.0,43.0,0.0,0.0,591.0,42.0,42.0,35.0,35.0,12.0,12.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,,,,,,,False
410011,2020-07-24,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,120.7,120.7,94.7,83.3,81.4,7.3,4.3,0.0,0.0,94.7,6.4,6.4,5.9,5.9,0.0,0.0,,,,845.0,845.0,663.0,583.0,570.0,51.0,30.0,6.0,0.0,663.0,45.0,45.0,41.0,41.0,5.0,4.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,107.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,653.0,,POINT (-71.49621 42.00532),[C410011-A],7,7,7,7,,,,,,,False
410010,2020-10-09,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,192.6,108.1,89.1,139.9,75.4,7.3,4.3,0.0,0.0,173.6,80.0,0.0,59.7,0.0,0.0,0.0,,,,1348.0,757.0,624.0,979.0,528.0,4.0,4.0,0.0,0.0,1215.0,560.0,0.0,418.0,0.0,0.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,,POINT (-71.411562 41.8102),[C410010-A],7,7,7,7,,,,,,,False
410008,2021-01-22,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,105.9,105.9,80.9,58.1,58.1,7.0,6.9,0.0,0.0,80.9,6.6,6.6,5.6,5.6,0.0,0.0,0.0,0.0,0.0,741.0,741.0,566.0,407.0,407.0,49.0,48.0,0.0,0.0,566.0,46.0,46.0,39.0,39.0,14.0,14.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,POINT (-71.495882 41.431883),[C410008-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410004,2020-05-15,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,95.8,,,83.3,,,,,,95.8,11.3,,,,,,,,,383.0,,,333.0,,,,,,383.0,45.0,,,,,,,,,4,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.43458 41.834015),,0,0,0,0,,,,,,,False
410013,2021-07-30,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,95.0,95.0,88.0,51.7,51.7,4.3,,0.0,0.0,88.0,9.0,9.0,5.9,5.9,,,0.0,0.0,0.0,665.0,665.0,616.0,362.0,362.0,30.0,27.0,0.0,0.0,616.0,63.0,63.0,41.0,41.0,12.0,12.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,POINT (-71.825814 41.362798),[C410013-A],7,7,7,7,,,,,0.0,0.0,False
410005,2021-04-09,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,155.9,96.3,66.3,113.0,59.4,18.1,13.1,0.0,0.0,125.9,5.7,6.0,5.3,5.3,,,0.0,0.0,0.0,1091.0,674.0,464.0,791.0,416.0,127.0,92.0,0.0,0.0,881.0,40.0,36.0,32.0,32.0,14.0,12.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,7,7,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,0.0,477.0,1033.0,913.0,0.0,0.0,False
410011,2021-04-23,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,117.1,117.1,91.1,80.9,80.9,4.0,4.0,0.0,0.0,91.1,6.6,6.6,5.7,5.7,,,0.0,0.0,0.0,820.0,820.0,638.0,566.0,566.0,28.0,28.0,0.0,0.0,638.0,46.0,46.0,40.0,40.0,7.0,7.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0,POINT (-71.49621 42.00532),[C410011-A],7,7,7,7,0.0,488.0,141.0,680.0,0.0,0.0,False
410013,2020-09-11,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,121.0,121.0,121.0,60.0,60.0,4.0,4.0,0.0,0.0,121.0,9.0,9.0,7.0,7.0,0.0,0.0,,,,847.0,847.0,847.0,420.0,420.0,11.0,4.0,0.0,0.0,847.0,63.0,63.0,49.0,49.0,0.0,0.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,POINT (-71.825814 41.362798),[C410013-A],7,7,7,7,,,,,,,False
410006,2021-07-02,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,126.0,111.0,81.0,75.6,60.6,4.0,4.0,0.0,0.0,96.0,6.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,882.0,777.0,567.0,529.0,424.0,6.0,6.0,0.0,0.0,672.0,42.0,42.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410006,2021-02-05,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,128.7,113.7,83.7,80.6,66.4,8.7,8.7,0.0,0.0,98.7,8.0,8.0,7.4,7.4,0.0,0.0,0.0,0.0,0.0,901.0,796.0,586.0,564.0,465.0,61.0,61.0,0.0,0.0,691.0,56.0,56.0,52.0,52.0,19.0,19.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410009,2021-07-16,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,252.7,252.7,202.7,200.6,195.0,7.9,8.7,0.0,0.0,202.7,10.9,10.9,9.7,9.3,0.0,0.0,0.0,0.0,0.0,1769.0,1769.0,1419.0,1404.0,1365.0,55.0,27.0,0.0,0.0,1419.0,76.0,76.0,68.0,65.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.0,0.0,POINT (-71.477902 41.704478),[C410009-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410012,2021-03-12,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,234.9,234.9,22.3,17.3,0.0,0.0,275.0,16.0,16.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,2436.0,2436.0,1925.0,1644.0,1644.0,156.0,121.0,0.0,0.0,1925.0,112.0,112.0,86.0,86.0,4.0,4.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,0.0,POINT (-71.397562 41.851653),[C410012-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410009,2020-06-12,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,171.5,,,161.5,,,,,,171.5,10.0,,,,,,,,,686.0,,,646.0,,,,,,686.0,40.0,,,,,,,,,4,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.477902 41.704478),,0,0,0,0,,,,,,,False
410011,2020-12-11,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,121.7,121.7,95.7,85.9,85.9,30.9,30.9,0.0,0.0,95.7,11.7,11.7,11.7,11.7,6.9,6.9,0.0,0.0,0.0,852.0,852.0,670.0,601.0,601.0,216.0,216.0,0.0,0.0,670.0,82.0,82.0,82.0,82.0,48.0,48.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,27.0,0.0,0.0,,4.0,7.0,6.0,4.0,5.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,POINT (-71.49621 42.00532),[C410011-A],7,7,7,7,,,,,,,False
410004,2021-01-22,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,146.9,111.1,82.1,97.0,64.3,32.1,24.4,0.0,0.0,117.9,9.0,8.8,8.7,8.7,7.1,6.3,0.0,0.0,0.0,1028.0,778.0,575.0,679.0,450.0,225.0,171.0,0.0,0.0,825.0,63.0,53.0,52.0,52.0,50.0,38.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,7,7,7,14.0,0.0,0.0,,4.0,7.0,6.0,5.0,5.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,POINT (-71.43458 41.834015),[C410004-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410005,2021-08-06,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,130.0,130.0,117.0,116.0,116.0,18.1,16.6,0.0,0.0,117.0,4.0,4.0,8.7,8.7,7.1,6.3,,,,910.0,910.0,819.0,812.0,812.0,127.0,116.0,0.0,0.0,819.0,28.0,28.0,21.0,21.0,4.0,4.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,12.0,0.0,0.0,,0.0,7.0,4.0,5.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,,,,,,,False
410007,2021-02-05,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,853.4,675.4,576.4,656.6,517.4,98.7,84.7,0.0,0.0,719.4,94.0,78.6,83.7,71.6,11.3,11.3,0.0,0.0,0.0,5974.0,4728.0,4035.0,4596.0,3622.0,691.0,593.0,9.0,9.0,5036.0,658.0,550.0,586.0,501.0,79.0,79.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19.0,0.0,0.0,4.0,0.0,7.0,4.0,5.0,5.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129.0,0.0,POINT (-71.407049 41.811956),"[C410007-A, C410007-B]",7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410012,2021-07-16,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,253.4,253.4,8.6,84.7,0.0,0.0,275.0,16.0,16.0,13.1,13.1,0.0,0.0,0.0,0.0,0.0,2436.0,2436.0,1925.0,1774.0,1774.0,60.0,25.0,0.0,0.0,1925.0,112.0,112.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.0,POINT (-71.397562 41.851653),[C410012-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
412001,2020-05-22,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,301.0,301.0,301.0,211.3,211.3,0.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,1204.0,1204.0,845.0,845.0,0.0,0.0,0.0,0.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,POINT (-71.46388 41.743742),[C412001-A],4,4,4,4,,,,,,,False
410004,2021-06-25,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,124.1,88.7,61.4,86.3,52.3,8.9,0.0,0.0,0.0,96.9,5.3,5.3,4.7,4.7,0.0,0.0,0.0,0.0,0.0,869.0,621.0,430.0,604.0,366.0,62.0,27.0,0.0,0.0,678.0,37.0,37.0,33.0,33.0,13.0,13.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,POINT (-71.43458 41.834015),[C410004-A],7,7,7,7,0.0,482.0,1018.0,942.0,0.0,0.0,False
410009,2021-04-23,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,254.6,254.6,204.6,193.3,193.3,25.1,20.1,0.0,0.0,204.6,13.6,13.6,11.1,11.1,5.0,5.0,0.0,0.0,4.7,1782.0,1782.0,1432.0,1353.0,1353.0,176.0,141.0,0.0,0.0,1432.0,95.0,95.0,78.0,78.0,35.0,35.0,0.0,0.0,33.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,0.0,POINT (-71.477902 41.704478),[C410009-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410009,2021-07-30,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,359.0,250.6,236.0,204.7,204.7,25.1,20.1,0.0,0.0,236.0,11.6,11.6,11.3,11.3,5.0,5.0,0.0,0.0,0.0,2513.0,1754.0,1652.0,1433.0,1433.0,10.0,9.0,0.0,0.0,1652.0,81.0,81.0,79.0,79.0,35.0,35.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,0.0,POINT (-71.477902 41.704478),[C410009-A],7,7,7,7,,,,,,,False
410012,2021-05-28,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,229.3,229.3,15.9,10.9,0.0,0.0,275.0,16.0,16.0,10.9,10.9,5.0,5.0,0.0,0.0,0.0,2436.0,2436.0,1925.0,1605.0,1605.0,111.0,76.0,0.0,0.0,1925.0,112.0,112.0,76.0,76.0,19.0,19.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.0,0.0,POINT (-71.397562 41.851653),[C410012-A],7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
